# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=gammas), схема уровней ВНЕ распада (ADOPTED LEVELS ENSDF), не decay_rads.
# Роль — ПЕРЕКРЁСТНАЯ ПРОВЕРКА к data/conversion_coeff_sum_peak_levels.csv, не замена: полнота tot_conv_coeff ниже (см. докстринг tools/fetch_adopted_gammas.py). Сверка — tools/check_cc_cross_source.py.
nuclide,E_keV,level,start_jp,end_jp,relative_intensity,multipolarity,mixing_ratio,tot_conv_coeff,tce_unc,source
Th228,1379.2,1707.29->328.019,(2 3-),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1383.2,1901.92->519.208,(6+),5-,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1401.49,1797.67->396.094,2+,3-,60,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1405.5,1924.64->519.208,4+ 5-,5-,48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1406.8,1802.86->396.094,2+,3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1415.5,1811.56->396.094,(1- 2 3-),3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1415.69,1743.902->328.019,4+,1-,19,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1419.8,1939.07->519.208,(4+),5-,54,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1421.1,1817.435->396.094,4-,3-,23.7,E2+M1,2,0.007,0.001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1426.43,1804.672->378.195,4+,6+,4.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1426.6,1945.74->519.208,4+ 5-,5-,40,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1430.0,1758.06->328.019,2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1430.95,1617.8->186.838,4+,4+,72,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1451.4,1638.284->186.838,2+,4+,1.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1455.0,1974.19->519.208,(2+ 3-),5-,61,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1459.14,1646.003->186.838,3+,4+,23.7,E2,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1468.8,1864.95->396.094,(2+),3-,20,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1469.71,1797.67->328.019,2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1474.8,1802.86->328.019,2+,1-,28,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1480.4,1876.46->396.094,(3- 4 5-),3-,87,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1480.5,1667.38->186.838,2+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1482.9,1879.1->396.094,(3-),3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1483.5,1811.56->328.019,(1- 2 3-),1-,58,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1496.03,1682.81->186.838,(2+ 3+ 4+),4+,100,(E2),,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1497.5,2016.75->519.208,(4+ 5-),5-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1501.57,1688.408->186.838,2+ 3+,4+,29.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1503.7,1899.955->396.094,(2+),3-,31.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1505.9,1901.92->396.094,(6+),3-,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1512.9,1908.39->396.094,0+,3-,47,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1513.4,1842.23->328.019,(2 3),1-,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1523.4,1580.92->57.773,(2-),2+,88,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1523.4,1901.92->378.195,(6+),6+,24,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1529.02,1925.21->396.094,3+ 4+,3-,10.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1536.8,1864.95->328.019,(2+),1-,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1537.87,1724.299->186.838,2+,4+,4.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1542.8,1939.07->396.094,(4+),3-,76,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1547.0,1925.21->378.195,3+ 4+,6+,18,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1548.65,1735.49->186.838,4+,4+,68,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1548.8,1944.904->396.094,3+,3-,5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1549.3,1945.74->396.094,4+ 5-,3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1557.09,1743.902->186.838,4+,4+,100,(E2+M1),1.2,0.007,0.001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1559.78,1617.8->57.773,4+,2+,38,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1561.7,1958.35->396.094,(2+),3-,34,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1567.6,1945.74->378.195,4+ 5-,6+,19,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1571.52,1758.26->186.838,2+ 3 4+,4+,17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1572.0,1899.955->328.019,(2+),1-,176,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1573.26,1760.209->186.838,2(+) 3(+),4+,39,(E2),,0.0044,0.0001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1578.2,1974.19->396.094,(2+ 3-),3-,70,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1580.53,1638.284->57.773,2+,2+,100,(M1 E2),,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1585.5,1981.9->396.094,(3-),3-,27,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1588.19,1646.003->57.773,3+,2+,100,E2,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1595.8,1974.19->378.195,(2+ 3-),6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1609.41,1987.47->378.195,4+,6+,39,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1609.6,1796.44->186.838,4+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1618.0,1804.672->186.838,4+,4+,8.2,(M1 E2),,0.007,0.003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1620.67,1678.42->57.773,2+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1620.67,2016.75->396.094,(4+ 5-),3-,97,(M1+E2),,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1625.06,1682.81->57.773,(2+ 3+ 4+),2+,29.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1630.627,1688.408->57.773,2+ 3+,2+,100,(M1 E2),,0.007,0.003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1638.28,1638.284->0,2+,0+,85,(E2),,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1638.5,2016.75->378.195,(4+ 5-),6+,30,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1666.522,1724.299->57.773,2+,2+,17.3,M1,,0.009,0.0001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1677.7,1735.49->57.773,4+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1686.12,1743.902->57.773,4+,2+,54,(E2),,0.0039,0.0001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1700.59,1758.26->57.773,2+ 3 4+,2+,31,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1702.43,1760.209->57.773,2(+) 3(+),2+,62,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1706.17,1893.003->186.838,3+,4+,18,M1+E2,0.42,0.0078,0.0002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1713.47,1899.955->186.838,(2+),4+,12.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1715.06,1901.92->186.838,(6+),4+,20,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1724.2,1724.299->0,2+,0+,2.75,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1738.22,1795.92->57.773,4+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1738.48,1925.21->186.838,3+ 4+,4+,38,M1+E2,,0.006,0.002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1740.4,1797.67->57.773,2+,2+,55,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1741.72,1928.49->186.838,3+,4+,9.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1746.84,1804.672->57.773,4+,2+,27,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1750.54,1937.18->186.838,2+ 3 4+,4+,30,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1752.1,1939.07->186.838,(4+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1758.11,1944.904->186.838,3+,4+,37.7,E2+M1,-9,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1772.2,1958.35->186.838,(2+),4+,83,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1778.0,1965.05->186.838,(2+),4+,6.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1784.4,1842.23->57.773,(2 3),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1787.2,1974.19->186.838,(2+ 3-),4+,19.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1795.1,2123.1->328.019,(2+),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1795.15,1981.9->186.838,(3-),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1797.5,1797.67->0,2+,0+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1800.86,1987.47->186.838,4+,4+,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1807.2,1864.95->57.773,(2+),2+,43,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1823.21,2010.15->186.838,(2+),4+,65,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1826.7,2013.6->186.838,2+ 3 4+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1835.29,1893.003->57.773,3+,2+,64,E2+M1,2.9,0.0038,0.0001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1842.14,1899.955->57.773,(2+),2+,100,M1+E2,-0.86,0.0055,0.0004,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1850.13,2037.01->186.838,2+ 3 4+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1865.1,1864.95->0,(2+),0+,57,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1870.81,1928.49->57.773,3+,2+,16.2,(M1+E2),,0.0051,0.0018,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1879.6,1937.18->57.773,2+ 3 4+,2+,4.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1887.12,1944.904->57.773,3+,2+,100,E2+M1,-9.1,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1900.14,1899.955->0,(2+),0+,9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1907.13,1965.05->57.773,(2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1907.18,1906.65->0,(2+),0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1916.6,1974.19->57.773,(2+ 3-),2+,7.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1924.2,1981.9->57.773,(3-),2+,15.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1929.78,1987.47->57.773,4+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1936.3,2123.1->186.838,(2+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1952.37,2010.15->57.773,(2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1955.9,2013.6->57.773,2+ 3 4+,2+,38,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1958.2,1958.35->0,(2+),0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1965.22,1965.05->0,(2+),0+,43,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1965.23,2022.82->57.773,(2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1971.9,2030.4->57.773,2+,2+,40,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,1979.3,2037.01->57.773,2+ 3 4+,2+,41,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,2029.4,2030.4->0,2+,0+,20,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th232,49.369,49.369->0,2+,0+,100,E2,,332.0,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,112.75,162.12->49.369,4+,2+,100,E2,,6.82,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,159.2,1042.9->883.8,7-,5-,100,E2,,1.61,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,171.2,333.26->162.12,6+,4+,100,E2,,1.21,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,206.8,1249.6->1042.9,9-,7-,71,E2,,0.595,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,223.6,556.9->333.26,8+,6+,100,E2,,0.45,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,243.1,2101.6->1858.5,15-,16+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,249.2,1498.7->1249.6,11-,9-,,E2,,0.311,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,268.4,1053.9->785.25,(2+),2+,33,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,269.8,826.8->556.9,10+,8+,100,E2,,0.24,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,279.5,1053.9->774.15,(2+),2+,81,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,286.0,1784.7->1498.7,13-,11-,,E2,,0.199,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,302.5,1784.7->1482.2,13-,14+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,310.2,1137.1->826.8,12+,10+,100,E2,,0.155,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,316.9,2101.6->1784.7,15-,13-,,E2,,0.146,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,323.2,1053.9->730.6,(2+),0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,325.0,1208.8->883.8,(5-),5-,9.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,331.3,1105.7->774.43,3-,3-,38,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,343.7,2445.3->2101.6,17-,15-,100,E2,,0.115,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,345.2,1482.2->1137.1,14+,12+,100,E2,,0.114,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,347.2,1121.68->774.43,2+,3-,30,E1,,0.0272,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,361.6,1498.7->1137.1,11-,12+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,364.2,1078.6->714.42,(0+),1-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
Th232,367.8,2813->2445.3,19-,17-,100,E2,,0.095,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=E. BROWNE"
