# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=gammas), схема уровней ВНЕ распада (ADOPTED LEVELS ENSDF), не decay_rads.
# Роль — ПЕРЕКРЁСТНАЯ ПРОВЕРКА к data/conversion_coeff_sum_peak_levels.csv, не замена: полнота tot_conv_coeff ниже (см. докстринг tools/fetch_adopted_gammas.py). Сверка — tools/check_cc_cross_source.py.
nuclide,E_keV,level,start_jp,end_jp,relative_intensity,multipolarity,mixing_ratio,tot_conv_coeff,tce_unc,source
Th228,477.5,1646.003->1168.389,3+,3-,9.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,478.4,874.535->396.094,2+,3-,100,E1,,0.0138,0.0002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,480.6,1448.92->968.451,3 4-,4+,75,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,481.4,1497.7->1016.386,(5-),3-,69,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,481.5,1450.402->968.381,4-,2-,6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,490.33,1906.65->1416.1,(2+),(3-),93,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,490.4,1643.82->1153.487,4+,2+,32.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,492.3,1646.003->1153.487,3+,2+,0.74,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,497.0,1016.386->519.208,3-,5-,36,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,497.49,1724.299->1226.58,2+,4-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,503.0,1678.42->1175.41,2+,2+,1.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,503.823,831.842->328.019,0+,1-,100,(E1),,0.0124,0.0002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,506.5,1899.955->1393.31,(2+),(1+ 2 3-),87,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,508.97,1531.49->1022.542,0+&3+,(3)+,40,E2(+M1),1.1,0.08,0.04,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,512.79,1944.904->1431.994,3+,4+,5.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,515.1,1683.8->1168.389,(4-),3-,23,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,515.12,1638.284->1122.959,2+,2-,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,520.152,1643.131->1122.959,(2- 3-),2-,12.5,(M1),,0.189,0.003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,523.132,1646.003->1122.959,3+,2-,3.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,523.5,1724.299->1200.6,2+,3(+),26,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,528.5,1588.347->1059.928,(4-),4-,7.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,529.0,1497.7->968.984,(5-),2+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,540.68,1059.928->519.208,4-,5-,58,[M1 E2],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,543.3,1733.1->1189.8,12+,11-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,546.45,874.535->328.019,2+,1-,90,[E1],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,547.8,944.205->396.094,1-,3-,15,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,548.74,1724.299->1175.41,2+,2+,2.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,548.9,1965.05->1416.1,(2+),(3-),41,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,551.79,1944.904->1393.31,3+,(1+ 2 3-),8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,552.9,1643.82->1091.048,4+,4+,7.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,555.1,1646.003->1091.048,3+,4+,1.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,555.5,1074.8->519.208,4+,5-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,557.4,1431.994->874.535,4+,2+,2.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,562.5,1531.49->968.984,0+&3+,2+,71,E2+M1,1.6,0.07,0.03,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,569.5,1490.2->920.77,10+,9-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,570.88,1724.299->1153.487,2+,2+,17.2,(M1),,0.147,0.002,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,571.1,1646.003->1074.8,3+,4+,15,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,571.8,1091.048->519.208,4+,5-,2.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,572.23,968.381->396.094,2-,3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,572.3,968.451->396.094,4+,3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,583.2,1643.131->1059.928,(2- 3-),4-,15,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,583.41,979.522->396.094,2+,3-,100,[E1],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,584.4,1928.49->1344.142,3+,3-,4.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,585.0,1280.41->695.45,8+,7-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,585.03,1760.209->1175.41,2(+) 3(+),2+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,586.2,1646.003->1059.928,3+,4-,3.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,586.4,1105.38->519.208,6+,5-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,590.1,968.451->378.195,4+,6+,1.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,590.4,1743.902->1153.487,4+,2+,9.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,590.7,1817.435->1226.58,4-,4-,56,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,596.8,1823.47->1226.58,(4+),4-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,601.7,1580.92->979.522,(2-),2+,44,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,602.0,1297.435->695.45,(5-),7-,40,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,610.65,938.61->328.019,0+,1-,100,[E1],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,616.21,944.205->328.019,1-,1-,100,(M1+E2),1.5,0.055,0.018,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,620.33,1016.386->396.094,3-,3-,28.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,621.4,1643.82->1022.542,4+,(3)+,37,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,621.9,1796.44->1174.515,4+,(5+),17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,623.48,1646.003->1022.542,3+,(3)+,0.45,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,623.7,1683.8->1059.928,(4-),4-,23,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,624.0,1143.16->519.208,5-,5-,47,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,626.81,1643.131->1016.386,(2- 3-),3-,2.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,629.4,1646.003->1016.386,3+,3-,1.24,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,640.3,1901.92->1261.57,(6+),4+,48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,640.34,968.381->328.019,2-,1-,39,[E2],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,642.7,1817.435->1174.515,4-,(5+),48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,649.0,1817.435->1168.389,4-,3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,649.03,1168.389->519.208,3-,5-,2.35,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,649.03,1617.8->968.984,4+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,651.48,979.522->328.019,2+,1-,81,[E1],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,651.5,1804.672->1153.487,4+,2+,3.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,660.1,1682.81->1022.542,(2+ 3+ 4+),(3)+,0.58,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,663.5,1925.21->1261.57,3+ 4+,4+,11,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,663.88,1059.928->396.094,4-,3-,87,(M1+E2),,0.06,0.04,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,666.47,1646.003->979.522,3+,2+,1.77,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,666.47,1893.003->1226.58,3+,4-,1.31,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,667.5,1683.8->1016.386,(4-),3-,103,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,668.9,1760.209->1091.048,2(+) 3(+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,672.0,1688.408->1016.386,2+ 3+,3-,1.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,674.16,1643.131->968.984,(2- 3-),2+,21,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,674.6,1817.435->1143.16,4-,5-,34,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,674.7,1643.131->968.381,(2- 3-),2-,7.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,674.7,1643.82->968.984,4+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,677.07,1646.003->968.984,3+,2+,1.99,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,677.8,1939.07->1261.57,(4+),4+,30,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,678.6,1074.8->396.094,4+,3-,90,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,683.4,1944.904->1261.57,3+,4+,4.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,683.97,1743.902->1059.928,4+,4-,10.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,684.6,1981.9->1297.435,(3-),(5-),12,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,688.1,874.535->186.838,2+,4+,25,[E2],,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,688.11,1016.386->328.019,3-,1-,24,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,692.47,1893.003->1200.6,3+,3(+),12.6,(M1+E2+E0),,0.24,0.03,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,694.5,1817.435->1122.959,4-,2-,85,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,694.8,1091.048->396.094,4+,3-,2.9,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,696.5,1864.95->1168.389,(2+),3-,17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,697.1,1074.8->378.195,4+,6+,16,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,697.6,1924.16->1226.58,(2- 3 4),4-,80,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,698.96,1643.131->944.205,(2- 3-),1-,7.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,701.744,1724.299->1022.542,2+,(3)+,18.1,(M1),,0.085,0.0001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,705.3,1796.44->1091.048,4+,4+,65,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,707.4,1226.58->519.208,4-,5-,27.5,(E2),,0.0198,0.0003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,713.1,1091.048->378.195,4+,6+,1.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,713.6,1804.672->1091.048,4+,4+,9.1,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,715.9,1627.8->911.8,(9+),(10+),38,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,718.0,1893.003->1175.41,3+,2+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,718.31,1944.904->1226.58,3+,4-,26.2,(E1),,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,723.6,1924.16->1200.6,(2- 3 4),3(+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,724.42,1925.21->1200.6,3+ 4+,3(+),3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,724.5,1893.003->1168.389,3+,3-,4.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,724.7,1899.955->1175.41,(2+),2+,44,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,726.3,1817.435->1091.048,4-,4+,31,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,726.864,1122.959->396.094,2-,3-,13.6,(E2),,0.0187,0.0003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,727.2,1743.902->1016.386,4+,3-,16,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,732.9,1823.47->1091.048,(4+),4+,47,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,737.72,1760.209->1022.542,2(+) 3(+),(3)+,49,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,739.2,1893.003->1153.487,3+,2+,3.6,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,741.8,1864.95->1122.959,(2+),2-,28,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,741.9,1758.06->1016.386,2+,3-,74,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,744.2,1944.904->1200.6,3+,3(+),15,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,747.0,1143.16->396.094,5-,3-,30,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,750.1,1924.64->1174.515,4+ 5-,(5+),100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,751.1,1842.23->1091.048,(2 3),4+,29,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,755.315,1724.299->968.984,2+,2+,100,M1,,0.07,0.001,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,755.7,1924.16->1168.389,(2- 3 4),3-,70,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,756.9,1379.5->622.5,7+,8+,50,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,757.4,1817.435->1059.928,4-,4-,32,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,764.0,1939.07->1175.41,(4+),2+,49,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,764.3,1743.902->979.522,4+,2+,27,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,764.5,1143.16->378.195,5-,6+,17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,769.6,1944.904->1175.41,3+,2+,17,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,770.2,1893.003->1122.959,3+,2-,14.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,771.72,1925.21->1153.487,3+ 4+,2+,4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,772.29,1168.389->396.094,3-,3-,100,E2+M1,-3.4,0.021,0.003,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
Th228,774.05,831.842->57.773,0+,2+,32,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=KHALIFEH ABUSALEEM"
