metric,value
n_events,100000000
n_hits_in_crystal,8640
n_overflow,4190
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,41233.68013
shield,1
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,per_muon
1329,1,1e-08
1330,2,2e-08
1331,0,0
1332,2,2e-08
1333,0,0
1334,2,2e-08
1335,0,0
1336,4,4e-08
1337,2,2e-08
1338,0,0
1339,2,2e-08
1340,0,0
1341,3,3e-08
1342,2,2e-08
1343,0,0
1344,1,1e-08
1345,1,1e-08
1346,3,3e-08
1347,1,1e-08
1348,1,1e-08
1349,0,0
1350,2,2e-08
1351,2,2e-08
1352,0,0
1353,2,2e-08
1354,2,2e-08
1355,1,1e-08
1356,2,2e-08
1357,1,1e-08
1358,0,0
1359,2,2e-08
1360,1,1e-08
1361,2,2e-08
1362,1,1e-08
1363,5,5e-08
1364,1,1e-08
1365,2,2e-08
1366,2,2e-08
1367,1,1e-08
1368,0,0
1369,1,1e-08
1370,2,2e-08
1371,0,0
1372,0,0
1373,0,0
1374,2,2e-08
1375,1,1e-08
1376,2,2e-08
1377,1,1e-08
1378,1,1e-08
1379,3,3e-08
1380,1,1e-08
1381,0,0
1382,0,0
1383,2,2e-08
1384,2,2e-08
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,1,1e-08
1392,0,0
1393,3,3e-08
1394,1,1e-08
1395,1,1e-08
1396,0,0
1397,2,2e-08
1398,1,1e-08
1399,0,0
1400,2,2e-08
1401,1,1e-08
1402,1,1e-08
1403,0,0
1404,1,1e-08
1405,1,1e-08
1406,2,2e-08
1407,1,1e-08
1408,1,1e-08
1409,1,1e-08
1410,3,3e-08
1411,4,4e-08
1412,1,1e-08
1413,0,0
1414,3,3e-08
1415,0,0
1416,0,0
1417,6,6e-08
1418,2,2e-08
1419,0,0
1420,1,1e-08
1421,1,1e-08
1422,1,1e-08
1423,0,0
1424,3,3e-08
1425,1,1e-08
1426,0,0
1427,2,2e-08
1428,3,3e-08
1429,3,3e-08
1430,1,1e-08
1431,0,0
1432,3,3e-08
1433,0,0
1434,0,0
1435,0,0
1436,3,3e-08
1437,1,1e-08
1438,1,1e-08
1439,1,1e-08
1440,1,1e-08
1441,1,1e-08
1442,2,2e-08
1443,0,0
1444,0,0
1445,1,1e-08
1446,0,0
1447,2,2e-08
1448,2,2e-08
1449,2,2e-08
1450,0,0
1451,2,2e-08
1452,1,1e-08
1453,3,3e-08
1454,3,3e-08
1455,2,2e-08
1456,0,0
1457,2,2e-08
1458,0,0
1459,2,2e-08
1460,0,0
1461,1,1e-08
1462,1,1e-08
1463,3,3e-08
1464,0,0
1465,0,0
1466,1,1e-08
1467,0,0
1468,0,0
1469,0,0
1470,2,2e-08
1471,0,0
1472,0,0
1473,1,1e-08
1474,0,0
1475,0,0
1476,2,2e-08
1477,2,2e-08
1478,1,1e-08
1479,0,0
1480,2,2e-08
1481,1,1e-08
1482,0,0
1483,0,0
1484,2,2e-08
1485,0,0
1486,2,2e-08
1487,0,0
1488,1,1e-08
1489,2,2e-08
1490,0,0
1491,0,0
1492,0,0
1493,2,2e-08
1494,2,2e-08
1495,2,2e-08
1496,1,1e-08
1497,0,0
1498,4,4e-08
1499,0,0
1500,2,2e-08
1501,1,1e-08
1502,1,1e-08
1503,1,1e-08
1504,1,1e-08
1505,1,1e-08
